,,counts,frequencies,CI
cyrl.ef,ф,45.0,0.65,"(0.53, 0.76)"
cyrl.short-i,й,23.0,0.33,"(0.22, 0.46)"
cyrl.u,у,1.0,0.01,"(0.0, 0.08)"
