,,counts,frequencies,CI
cyrl.short-i,й,14.0,0.2,"(0.12, 0.32)"
cyrl.u,у,16.0,0.23,"(0.14, 0.35)"
cyrl.zhe,ж,39.0,0.57,"(0.44, 0.68)"
