,,counts,frequencies,CI
cyrl.em,м,53.0,0.77,"(0.65, 0.86)"
cyrl.er,р,13.0,0.19,"(0.1, 0.3)"
cyrl.es,с,3.0,0.04,"(0.01, 0.12)"
