,,counts,frequencies,CI
cyrl.em,м,1.0,0.01,"(0.0, 0.08)"
cyrl.short-i,й,35.0,0.51,"(0.38, 0.63)"
cyrl.zhe,ж,33.0,0.48,"(0.36, 0.6)"
