,,counts,frequencies,CI
cyrl.er,р,9.0,0.13,"(0.06, 0.23)"
cyrl.es,с,2.0,0.03,"(0.0, 0.1)"
cyrl.zhe,ж,58.0,0.84,"(0.73, 0.92)"
