,,counts,frequencies,CI
cyrl.short-i,й,23.0,0.33,"(0.22, 0.46)"
cyrl.yu,ю,28.0,0.41,"(0.29, 0.53)"
cyrl.zhe,ж,18.0,0.26,"(0.16, 0.38)"
