,,counts,frequencies,CI
cyrl.em,м,2.0,0.03,"(0.0, 0.1)"
cyrl.short-i,й,21.0,0.3,"(0.2, 0.43)"
cyrl.yu,ю,46.0,0.67,"(0.54, 0.78)"
