,,counts,frequencies,CI
cyrl.er,р,9.0,0.13,"(0.06, 0.23)"
cyrl.es,с,1.0,0.01,"(0.0, 0.08)"
cyrl.short-i,й,59.0,0.86,"(0.75, 0.93)"
