,,counts,frequencies,CI
cyrl.em,м,6.0,0.09,"(0.03, 0.18)"
cyrl.u,у,29.0,0.42,"(0.3, 0.55)"
cyrl.yu,ю,34.0,0.49,"(0.37, 0.62)"
