,,counts,frequencies,CI
deva.Sha,श,45.0,0.73,"(0.6, 0.83)"
deva.Tha,थ,5.0,0.08,"(0.03, 0.18)"
deva.Ya,य,12.0,0.19,"(0.1, 0.31)"
