,,counts,frequencies,CI
deva.Ddha,ढ,39.0,0.63,"(0.5, 0.75)"
deva.Nna,ण,15.0,0.24,"(0.14, 0.37)"
deva.Sha,श,8.0,0.13,"(0.06, 0.24)"
