,,counts,frequencies,CI
deva.Da,द,20.0,0.32,"(0.21, 0.45)"
deva.Ssa,ष,38.0,0.61,"(0.48, 0.73)"
deva.Ta,त,4.0,0.06,"(0.02, 0.16)"
