,,counts,frequencies,CI
deva.Nna,ण,30.0,0.48,"(0.35, 0.61)"
deva.Sha,श,10.0,0.16,"(0.08, 0.28)"
deva.Tha,थ,22.0,0.35,"(0.24, 0.49)"
