,,counts,frequencies,CI
deva.Sha,श,24.0,0.39,"(0.27, 0.52)"
deva.Ta,त,33.0,0.53,"(0.4, 0.66)"
deva.Tha,थ,5.0,0.08,"(0.03, 0.18)"
