,,counts,frequencies,CI
deva.Da,द,23.0,0.37,"(0.25, 0.5)"
deva.Nna,ण,36.0,0.58,"(0.45, 0.7)"
deva.Tha,थ,3.0,0.05,"(0.01, 0.13)"
