,,counts,frequencies,CI
deva.Nna,ण,25.0,0.4,"(0.28, 0.54)"
deva.Sha,श,18.0,0.29,"(0.18, 0.42)"
deva.Ya,य,19.0,0.31,"(0.2, 0.44)"
