,,counts,frequencies,CI
deva.Ddha,ढ,38.0,0.61,"(0.48, 0.73)"
deva.Sha,श,18.0,0.29,"(0.18, 0.42)"
deva.Tha,थ,6.0,0.1,"(0.04, 0.2)"
