,,counts,frequencies,CI
deva.Ssa,ष,21.0,0.34,"(0.22, 0.47)"
deva.Ta,त,21.0,0.34,"(0.22, 0.47)"
deva.Tha,थ,20.0,0.32,"(0.21, 0.45)"
