,,counts,frequencies,CI
deva.Da,द,42.0,0.68,"(0.55, 0.79)"
deva.Ssa,ष,16.0,0.26,"(0.16, 0.38)"
deva.Ya,य,4.0,0.06,"(0.02, 0.16)"
