,,counts,frequencies,CI
deva.Ddha,ढ,34.0,0.55,"(0.42, 0.68)"
deva.Nna,ण,22.0,0.35,"(0.24, 0.49)"
deva.Ya,य,6.0,0.1,"(0.04, 0.2)"
