,,counts,frequencies,CI
deva.Da,द,24.0,0.39,"(0.27, 0.52)"
deva.Ta,त,11.0,0.18,"(0.09, 0.3)"
deva.Ya,य,27.0,0.44,"(0.31, 0.57)"
