,,counts,frequencies,CI
deva.Da,द,37.0,0.6,"(0.46, 0.72)"
deva.Ssa,ष,20.0,0.32,"(0.21, 0.45)"
deva.Tha,थ,5.0,0.08,"(0.03, 0.18)"
