,,counts,frequencies,CI
deva.Da,द,15.0,0.24,"(0.14, 0.37)"
deva.Nna,ण,46.0,0.74,"(0.62, 0.84)"
deva.Ta,त,1.0,0.02,"(0.0, 0.09)"
