,,counts,frequencies,CI
deva.Nna,ण,13.0,0.21,"(0.12, 0.33)"
deva.Ssa,ष,6.0,0.1,"(0.04, 0.2)"
deva.Tha,थ,43.0,0.69,"(0.56, 0.8)"
