,,counts,frequencies,CI
deva.Nna,ण,12.0,0.19,"(0.1, 0.31)"
deva.Ssa,ष,12.0,0.19,"(0.1, 0.31)"
deva.Ta,त,38.0,0.61,"(0.48, 0.73)"
