,,counts,frequencies,CI
deva.Nna,ण,7.0,0.11,"(0.05, 0.22)"
deva.Sha,श,21.0,0.34,"(0.22, 0.47)"
deva.Ta,त,34.0,0.55,"(0.42, 0.68)"
