,,counts,frequencies,CI
deva.Nna,ण,8.0,0.13,"(0.06, 0.24)"
deva.Sha,श,45.0,0.73,"(0.6, 0.83)"
deva.Ssa,ष,9.0,0.15,"(0.07, 0.26)"
