,,counts,frequencies,CI
deva.Ddha,ढ,37.0,0.6,"(0.46, 0.72)"
deva.Sha,श,14.0,0.23,"(0.13, 0.35)"
deva.Ssa,ष,11.0,0.18,"(0.09, 0.3)"
