,,counts,frequencies,CI
deva.Da,द,4.0,0.06,"(0.02, 0.16)"
deva.Ddha,ढ,9.0,0.15,"(0.07, 0.26)"
deva.Tha,थ,49.0,0.79,"(0.67, 0.88)"
