,,counts,frequencies,CI
deva.Ta,त,48.0,0.77,"(0.65, 0.87)"
deva.Tha,थ,9.0,0.15,"(0.07, 0.26)"
deva.Ya,य,5.0,0.08,"(0.03, 0.18)"
