,,counts,frequencies,CI
deva.Da,द,29.0,0.47,"(0.34, 0.6)"
deva.Nna,ण,29.0,0.47,"(0.34, 0.6)"
deva.Ya,य,4.0,0.06,"(0.02, 0.16)"
