,,counts,frequencies,CI
deva.Ddha,ढ,43.0,0.69,"(0.56, 0.8)"
deva.Ssa,ष,11.0,0.18,"(0.09, 0.3)"
deva.Ya,य,8.0,0.13,"(0.06, 0.24)"
