,,counts,frequencies,CI
deva.Ddha,ढ,30.0,0.48,"(0.35, 0.61)"
deva.Ssa,ष,28.0,0.45,"(0.32, 0.58)"
deva.Ta,त,4.0,0.06,"(0.02, 0.16)"
