,,counts,frequencies,CI
deva.Da,द,3.0,0.05,"(0.01, 0.13)"
deva.Ddha,ढ,9.0,0.15,"(0.07, 0.26)"
deva.Ya,य,50.0,0.81,"(0.69, 0.9)"
