,,counts,frequencies,CI
deva.Gha,घ,30.0,0.55,"(0.41, 0.68)"
deva.Ha,ह,8.0,0.15,"(0.06, 0.27)"
deva.Tta,ट,17.0,0.31,"(0.19, 0.45)"
