,,counts,frequencies,CI
deva.Gha,घ,17.0,0.31,"(0.19, 0.45)"
deva.Tta,ट,28.0,0.51,"(0.37, 0.65)"
deva.U,उ,10.0,0.18,"(0.09, 0.31)"
