,,counts,frequencies,CI
deva.Dha,ध,16.0,0.29,"(0.18, 0.43)"
deva.Tta,ट,29.0,0.53,"(0.39, 0.66)"
deva.U,उ,10.0,0.18,"(0.09, 0.31)"
