,,counts,frequencies,CI
deva.Ca,च,45.0,0.82,"(0.69, 0.91)"
deva.Dda,ड,2.0,0.04,"(0.0, 0.13)"
deva.Ha,ह,8.0,0.15,"(0.06, 0.27)"
