,,counts,frequencies,CI
deva.Ca,च,25.0,0.45,"(0.32, 0.59)"
deva.Cha,छ,21.0,0.38,"(0.25, 0.52)"
deva.Dda,ड,9.0,0.16,"(0.08, 0.29)"
