,,counts,frequencies,CI
deva.Dda,ड,4.0,0.07,"(0.02, 0.18)"
deva.Ha,ह,25.0,0.45,"(0.32, 0.59)"
deva.Tta,ट,26.0,0.47,"(0.34, 0.61)"
