,,counts,frequencies,CI
deva.Cha,छ,10.0,0.18,"(0.09, 0.31)"
deva.Gha,घ,9.0,0.16,"(0.08, 0.29)"
deva.Ha,ह,36.0,0.65,"(0.51, 0.78)"
