,,counts,frequencies,CI
deva.Dda,ड,8.0,0.15,"(0.06, 0.27)"
deva.Dha,ध,38.0,0.69,"(0.55, 0.81)"
deva.Ha,ह,9.0,0.16,"(0.08, 0.29)"
