,,counts,frequencies,CI
deva.Ca,च,39.0,0.71,"(0.57, 0.82)"
deva.Cha,छ,10.0,0.18,"(0.09, 0.31)"
deva.Dha,ध,6.0,0.11,"(0.04, 0.22)"
