,,counts,frequencies,CI
deva.Dda,ड,9.0,0.16,"(0.08, 0.29)"
deva.Gha,घ,34.0,0.62,"(0.48, 0.75)"
deva.Ha,ह,12.0,0.22,"(0.12, 0.35)"
