,,counts,frequencies,CI
deva.Ca,च,40.0,0.73,"(0.59, 0.84)"
deva.Dda,ड,3.0,0.05,"(0.01, 0.15)"
deva.U,उ,12.0,0.22,"(0.12, 0.35)"
