,,counts,frequencies,CI
deva.Cha,छ,10.0,0.18,"(0.09, 0.31)"
deva.Dha,ध,7.0,0.13,"(0.05, 0.24)"
deva.U,उ,38.0,0.69,"(0.55, 0.81)"
