,,counts,frequencies,CI
deva.Ha,ह,12.0,0.22,"(0.12, 0.35)"
deva.Tta,ट,13.0,0.24,"(0.13, 0.37)"
deva.U,उ,30.0,0.55,"(0.41, 0.68)"
