,,counts,frequencies,CI
deva.Dha,ध,10.0,0.18,"(0.09, 0.31)"
deva.Gha,घ,3.0,0.05,"(0.01, 0.15)"
deva.U,उ,42.0,0.76,"(0.63, 0.87)"
