,,counts,frequencies,CI
deva.Cha,छ,17.0,0.31,"(0.19, 0.45)"
deva.Gha,घ,6.0,0.11,"(0.04, 0.22)"
deva.U,उ,32.0,0.58,"(0.44, 0.71)"
