,,counts,frequencies,CI
deva.Dda,ड,4.0,0.07,"(0.02, 0.18)"
deva.Ha,ह,20.0,0.36,"(0.24, 0.5)"
deva.U,उ,31.0,0.56,"(0.42, 0.7)"
