,,counts,frequencies,CI
deva.Dha,ध,19.0,0.35,"(0.22, 0.49)"
deva.Ha,ह,24.0,0.44,"(0.3, 0.58)"
deva.U,उ,12.0,0.22,"(0.12, 0.35)"
