,,counts,frequencies,CI
deva.Ca,च,39.0,0.71,"(0.57, 0.82)"
deva.Tta,ट,7.0,0.13,"(0.05, 0.24)"
deva.U,उ,9.0,0.16,"(0.08, 0.29)"
