,,counts,frequencies,CI
deva.Cha,छ,29.0,0.53,"(0.39, 0.66)"
deva.Ha,ह,2.0,0.04,"(0.0, 0.13)"
deva.Tta,ट,24.0,0.44,"(0.3, 0.58)"
