,,counts,frequencies,CI
deva.Cha,छ,39.0,0.71,"(0.57, 0.82)"
deva.Dha,ध,8.0,0.15,"(0.06, 0.27)"
deva.Gha,घ,8.0,0.15,"(0.06, 0.27)"
