,,counts,frequencies,CI
deva.Cha,छ,47.0,0.85,"(0.73, 0.94)"
deva.Dda,ड,1.0,0.02,"(0.0, 0.1)"
deva.Tta,ट,7.0,0.13,"(0.05, 0.24)"
