,,counts,frequencies,CI
deva.Dda,ड,2.0,0.04,"(0.0, 0.13)"
deva.Gha,घ,38.0,0.69,"(0.55, 0.81)"
deva.Tta,ट,15.0,0.27,"(0.16, 0.41)"
