,,counts,frequencies,CI
deva.Ca,च,33.0,0.6,"(0.46, 0.73)"
deva.Ha,ह,6.0,0.11,"(0.04, 0.22)"
deva.U,उ,16.0,0.29,"(0.18, 0.43)"
