,,counts,frequencies,CI
deva.E,ए,50.0,0.86,"(0.75, 0.94)"
deva.Ma,म,4.0,0.07,"(0.02, 0.17)"
deva.Na,न,4.0,0.07,"(0.02, 0.17)"
