,,counts,frequencies,CI
deva.Bha,भ,25.0,0.43,"(0.3, 0.57)"
deva.Ddha,ढ,19.0,0.33,"(0.21, 0.46)"
deva.Ka,क,14.0,0.24,"(0.14, 0.37)"
