,,counts,frequencies,CI
deva.Bha,भ,23.0,0.4,"(0.27, 0.53)"
deva.Ma,म,2.0,0.03,"(0.0, 0.12)"
deva.Na,न,33.0,0.57,"(0.43, 0.7)"
