,,counts,frequencies,CI
deva.Ka,क,10.0,0.17,"(0.09, 0.29)"
deva.Na,न,19.0,0.33,"(0.21, 0.46)"
deva.Sha,श,29.0,0.5,"(0.37, 0.63)"
