,,counts,frequencies,CI
deva.Bha,भ,6.0,0.1,"(0.04, 0.21)"
deva.Na,न,18.0,0.31,"(0.2, 0.45)"
deva.Sha,श,34.0,0.59,"(0.45, 0.71)"
