,,counts,frequencies,CI
deva.Ddha,ढ,22.0,0.38,"(0.26, 0.52)"
deva.Ka,क,10.0,0.17,"(0.09, 0.29)"
deva.Na,न,26.0,0.45,"(0.32, 0.58)"
