,,counts,frequencies,CI
deva.Bha,भ,8.0,0.14,"(0.06, 0.25)"
deva.Ddha,ढ,38.0,0.66,"(0.52, 0.78)"
deva.Sha,श,12.0,0.21,"(0.11, 0.33)"
